EXPECEDU_BACHELORS,Growth_str_agree,Growth_agree,Growth_disagree,LANG_of_test,Grade_9,Grade_10,Female,CNTSTUID,BELONG,BULLIED,ESCS,FAMSUP
,0.0,0,1.0,1.0,0,1,1.0,84004550,-0.338,-1.228,-0.5033,-0.2617
,0.0,0,0.0,1.0,0,1,1.0,84004552,-0.3261,-1.228,-0.3075,
0.0,0.0,1,0.0,0.0,0,1,0.0,84004553,-0.471,-1.228,-1.0702,1.4745
1.0,0.0,0,1.0,1.0,0,1,1.0,84004554,-1.0574,-0.1325,1.1947,0.8811
,,0,,,0,1,0.0,84004556,,,,
,0.0,0,0.0,1.0,0,1,1.0,84004557,-0.6838,0.2988,0.5529,-1.1826
1.0,0.0,0,1.0,1.0,0,0,0.0,84004558,0.0342,0.843,1.0592,0.1331
0.0,0.0,0,1.0,1.0,0,1,1.0,84004559,-0.3485,-1.228,-0.0344,0.1925
1.0,0.0,0,0.0,1.0,0,1,0.0,84004564,-1.0968,-0.1325,1.5759,-0.1849
1.0,0.0,1,0.0,1.0,1,0,0.0,84004566,-0.0349,-1.228,0.7995,1.8937
0.0,0.0,0,0.0,1.0,0,1,1.0,84004567,0.1704,-1.228,1.2245,1.8165
,0.0,0,0.0,1.0,0,0,1.0,84004569,-0.2482,-0.391,-0.339,0.9471
0.0,0.0,0,1.0,0.0,0,1,0.0,84004570,-1.0027,-0.267,-1.3082,-1.5458
,0.0,0,1.0,1.0,0,1,1.0,84004572,-0.3128,-0.267,0.3478,0.6188
1.0,0.0,1,0.0,1.0,0,1,1.0,84004573,-1.0331,1.4188,1.4981,-0.4078
1.0,0.0,0,0.0,1.0,0,1,1.0,84004575,0.1621,0.3027,0.8623,-0.8041
1.0,0.0,1,0.0,0.0,1,0,1.0,84004576,-0.7225,-1.228,0.4106,0.9401
,,0,,,1,0,0.0,84004577,,,,
,0.0,0,1.0,0.0,0,1,1.0,84004578,-0.8059,-1.228,-1.6809,-1.1421
0.0,0.0,0,1.0,0.0,0,1,0.0,84004580,-0.3485,-0.1325,-1.0761,-0.6355
0.0,0.0,0,1.0,0.0,1,0,0.0,84004582,0.5453,-1.228,-3.268,-0.3938
1.0,0.0,0,1.0,1.0,0,1,1.0,84004583,,-1.228,1.6029,-0.5586
,0.0,0,1.0,1.0,0,0,1.0,84004584,-0.3261,0.8231,1.0847,-0.0896
0.0,0.0,0,1.0,1.0,0,1,0.0,84004585,0.481,-0.1325,0.4558,-0.2066
,0.0,0,0.0,1.0,0,0,1.0,84004589,-1.0911,1.0917,-0.575,1.863
0.0,0.0,0,0.0,0.0,0,1,0.0,84004591,-0.4839,-1.228,-1.9906,-0.5295
,0.0,0,0.0,0.0,0,1,1.0,84004592,-0.3485,0.5154,-0.1652,-1.4409
1.0,0.0,0,1.0,1.0,0,0,1.0,84004594,-0.3128,-1.228,-0.8614,-0.205
,0.0,0,1.0,1.0,0,1,0.0,84004595,0.1564,0.5222,0.8855,-0.0278
1.0,0.0,0,1.0,1.0,0,1,1.0,84004596,-0.745,-0.1325,-1.147,-0.8546
,0.0,0,1.0,1.0,0,1,0.0,84004598,0.1618,-1.228,0.9742,-0.1198
1.0,0.0,1,0.0,1.0,0,1,0.0,84004599,2.7474,-1.228,-0.0701,1.5767
1.0,1.0,0,0.0,1.0,0,1,1.0,84004600,0.3084,0.4732,-0.5261,
0.0,0.0,0,1.0,1.0,0,1,1.0,84004602,0.1999,-1.228,0.8251,0.024
,0.0,0,1.0,1.0,0,0,0.0,84004604,-1.2928,0.837,0.8224,-0.5747
,0.0,0,1.0,1.0,0,1,0.0,84004606,-0.4839,-1.228,0.8323,1.6397
1.0,0.0,0,1.0,1.0,0,0,0.0,84004607,0.2326,-0.1325,1.1502,-0.6818
0.0,0.0,1,0.0,0.0,0,1,1.0,84004608,-0.2482,-1.228,-0.0103,1.5449
,,0,,,0,1,1.0,84004609,,,,
1.0,0.0,0,0.0,0.0,0,1,0.0,84004612,-0.7605,-0.1325,1.1072,0.3003
0.0,0.0,0,1.0,1.0,0,1,1.0,84004613,-1.0181,-0.1325,0.228,-0.0579
,0.0,0,1.0,1.0,0,1,1.0,84004615,-0.3397,-1.228,-0.441,1.7384
1.0,0.0,1,0.0,1.0,0,1,1.0,84004618,-0.8983,-1.228,-0.8347,-1.0072
1.0,0.0,0,1.0,1.0,0,0,1.0,84004619,-0.3128,0.802,1.6246,0.0466
1.0,0.0,0,0.0,1.0,1,0,0.0,84004620,2.7474,-1.228,2.2201,1.6488
,0.0,0,0.0,1.0,0,1,1.0,84004621,,,1.2442,
,0.0,1,0.0,1.0,0,1,0.0,84004622,-0.3485,1.2674,0.0724,-0.8295
1.0,0.0,0,1.0,1.0,0,1,1.0,84004623,1.0833,-0.1325,0.4768,-0.4337
,,0,,,0,1,1.0,84004625,,,,
,,0,,,0,1,0.0,84004630,,,,
,0.0,1,0.0,1.0,1,0,1.0,84004631,0.0097,1.476,0.5205,0.2524
1.0,0.0,0,1.0,1.0,0,1,0.0,84004633,-1.0302,0.842,0.659,-0.5346
1.0,0.0,0,1.0,1.0,0,1,0.0,84004634,-0.4798,-1.228,1.055,-0.1924
,0.0,0,0.0,1.0,0,1,1.0,84004638,-0.9477,0.0959,1.5117,0.1106
1.0,0.0,0,0.0,1.0,0,1,0.0,84004639,-0.3261,-1.228,1.1292,0.3967
1.0,0.0,0,1.0,1.0,0,1,0.0,84004640,-1.1623,0.6302,1.6767,-0.6464
,1.0,0,0.0,1.0,0,1,0.0,84004641,2.7308,-1.228,1.3259,-0.5498
,0.0,0,0.0,1.0,0,0,1.0,84004643,-0.6659,-1.228,0.9648,0.5496
,0.0,1,0.0,1.0,0,1,1.0,84004645,-0.3128,-1.228,0.7397,-0.5809
0.0,0.0,0,1.0,1.0,0,1,1.0,84004646,-0.7553,-1.228,-0.5582,-2.5665
1.0,0.0,0,0.0,0.0,0,0,0.0,84004647,0.7356,-1.228,0.517,1.6429
0.0,0.0,0,1.0,0.0,0,1,1.0,84004648,-1.0331,-1.228,-2.5373,-0.5479
1.0,0.0,1,0.0,1.0,1,0,0.0,84004650,-3.2583,-1.228,0.8337,1.8052
,0.0,0,0.0,1.0,0,0,1.0,84004652,,,-0.7449,
,,0,,,0,1,0.0,84004654,,,,
0.0,0.0,0,1.0,1.0,0,1,1.0,84004656,-1.0339,-0.267,0.7259,-0.2923
1.0,0.0,0,1.0,1.0,0,1,1.0,84004657,0.5296,-0.267,-0.6415,1.6479
,0.0,0,1.0,1.0,0,1,1.0,84004658,-0.3485,-1.228,1.402,-0.2544
0.0,0.0,0,0.0,1.0,0,1,0.0,84004659,-0.6038,1.6812,0.0905,-0.2107
0.0,0.0,1,0.0,1.0,0,0,1.0,84004660,-1.4484,0.3642,-0.9581,-1.2454
1.0,0.0,1,0.0,1.0,0,1,0.0,84004664,-1.4661,1.0137,1.139,1.0432
1.0,0.0,0,1.0,1.0,0,1,1.0,84004665,0.0179,-1.228,-0.013,-0.4112
0.0,0.0,0,1.0,1.0,0,1,0.0,84004670,-0.8572,0.9474,-0.2051,-0.1518
0.0,0.0,0,1.0,1.0,0,1,1.0,84004671,-0.3397,-0.1325,1.3829,-0.0494
0.0,0.0,0,0.0,1.0,0,1,0.0,84004674,,-1.228,-0.5939,1.8803
1.0,0.0,0,1.0,0.0,0,1,1.0,84004676,1.1314,-0.1325,-1.1302,1.8422
0.0,0.0,0,1.0,1.0,0,1,1.0,84004677,-1.2226,0.6641,0.5457,-1.5509
,0.0,0,0.0,0.0,0,1,0.0,84004678,,,0.2002,
0.0,0.0,0,1.0,1.0,0,1,0.0,84004679,-0.47,-1.228,0.4535,0.3723
,0.0,0,0.0,1.0,0,1,1.0,84004681,-1.4849,1.8228,1.1121,-0.9976
0.0,0.0,1,0.0,1.0,0,1,0.0,84004682,-0.0645,-0.1325,0.9244,-0.1887
,0.0,0,0.0,1.0,0,1,1.0,84004683,-0.3128,0.5504,-0.1277,-0.8258
1.0,0.0,0,1.0,1.0,0,1,1.0,84004684,-0.4514,-1.228,-1.9495,-0.001
0.0,0.0,0,0.0,1.0,0,1,0.0,84004686,-0.3485,-1.228,-0.8905,0.748
,,0,,,0,1,0.0,84004687,,,,
1.0,0.0,0,1.0,1.0,1,0,1.0,84004690,-1.2287,-0.5168,-0.8566,1.1338
1.0,0.0,0,1.0,1.0,1,0,1.0,84004691,0.1448,-1.228,-0.9777,0.2794
,0.0,0,1.0,1.0,0,1,0.0,84004692,-0.309,-0.1325,-1.8708,-0.3195
1.0,0.0,1,0.0,1.0,0,1,1.0,84004695,-0.6376,-1.228,-1.1853,1.4475
1.0,0.0,0,1.0,1.0,0,0,1.0,84004697,-2.8882,0.6834,0.5154,-1.1999
0.0,0.0,0,0.0,0.0,0,1,1.0,84004698,0.0271,0.3637,-1.5211,-0.6217
1.0,0.0,0,1.0,1.0,0,1,1.0,84004701,-0.4514,-1.228,0.8171,-0.2704
,0.0,0,0.0,1.0,1,0,1.0,84004703,,,-0.8278,
0.0,0.0,0,1.0,0.0,0,0,0.0,84004704,0.2272,-1.228,-1.2308,1.6835
1.0,0.0,1,0.0,1.0,1,0,0.0,84004705,2.2967,-1.228,-0.9603,1.7459
,0.0,1,0.0,0.0,0,1,0.0,84004708,0.314,-0.391,-0.1208,0.8518
1.0,0.0,0,0.0,0.0,0,0,0.0,84004711,0.6428,-0.4588,-0.9134,-0.2039
0.0,0.0,0,0.0,1.0,0,1,0.0,84004712,-1.3753,-1.228,0.4405,0.0286
,0.0,0,1.0,1.0,0,1,0.0,84004716,1.0846,-1.228,0.6794,1.8355
1.0,0.0,0,0.0,1.0,1,0,0.0,84004717,0.5453,1.5227,-0.3412,-2.7241
1.0,0.0,0,0.0,1.0,0,1,0.0,84004718,-0.3485,-1.228,-0.1995,0.1039
0.0,0.0,0,0.0,1.0,0,1,1.0,84004724,-0.623,-0.1325,1.4022,1.7151
1.0,0.0,0,1.0,1.0,0,1,1.0,84004725,-0.7204,0.9078,-0.46,-1.217
,0.0,0,0.0,0.0,0,1,1.0,84004726,,,0.2743,
0.0,0.0,1,0.0,0.0,0,1,0.0,84004727,0.2265,-1.1908,-1.643,-0.5698
0.0,0.0,0,0.0,1.0,0,1,0.0,84004729,-0.2806,-0.1325,-1.5229,0.1748
1.0,0.0,1,0.0,1.0,0,1,0.0,84004731,-0.6206,-0.267,-0.97,0.9171
1.0,0.0,0,1.0,1.0,0,1,1.0,84004732,-0.3485,-0.391,1.3791,1.7483
1.0,0.0,0,0.0,1.0,0,1,0.0,84004733,1.1314,-1.228,0.1195,0.241
1.0,0.0,0,1.0,1.0,0,1,1.0,84004734,-0.2097,-1.228,0.5914,-1.2814
,0.0,1,0.0,1.0,0,1,0.0,84004735,0.5296,0.6616,0.6081,-1.3428
,0.0,0,1.0,1.0,0,1,1.0,84004736,-0.5021,-1.228,-1.0015,-0.8166
,0.0,0,0.0,1.0,0,1,0.0,84004739,,,-0.0635,
0.0,0.0,0,1.0,1.0,0,0,1.0,84004742,-0.611,-1.228,0.3917,0.5824
,1.0,0,0.0,1.0,0,1,1.0,84004743,0.314,0.845,-0.4468,-1.1346
1.0,0.0,0,1.0,1.0,0,1,1.0,84004746,1.5093,-1.228,0.7772,0.0603
1.0,0.0,0,1.0,1.0,0,1,0.0,84004748,-0.3485,-1.228,0.8116,-0.5009
,0.0,1,0.0,0.0,0,1,0.0,84004750,0.0422,-1.228,-0.2903,0.3704
0.0,0.0,0,0.0,1.0,0,1,1.0,84004751,-1.4738,1.4466,-0.8367,-0.5974
,0.0,1,0.0,1.0,0,1,1.0,84004752,-0.7797,1.5407,0.8586,1.8329
0.0,1.0,0,0.0,1.0,1,0,0.0,84004753,-1.0249,1.678,-1.6203,1.6687
0.0,0.0,0,1.0,1.0,0,0,0.0,84004754,0.1999,-1.228,0.7654,-0.366
0.0,0.0,1,0.0,0.0,0,1,1.0,84004755,-0.3542,-1.228,-1.8484,-0.7746
,0.0,0,0.0,1.0,0,0,0.0,84004757,,,0.9244,
1.0,0.0,0,1.0,0.0,0,1,0.0,84004759,0.5159,-1.228,0.0846,-0.1046
0.0,0.0,0,1.0,1.0,0,1,0.0,84004760,0.0041,0.3367,0.1662,-0.6251
,0.0,0,1.0,1.0,0,1,1.0,84004762,-0.7074,-1.228,0.5724,-1.0417
1.0,0.0,0,1.0,1.0,0,1,1.0,84004764,-0.6838,-1.228,1.0871,0.1155
1.0,0.0,0,0.0,1.0,0,1,0.0,84004767,-1.4923,2.1669,0.2874,-0.1156
,,0,,1.0,1,0,0.0,84004771,-0.6137,,0.4202,
,0.0,0,0.0,1.0,0,1,1.0,84004773,,,0.651,
1.0,1.0,0,0.0,1.0,0,1,1.0,84004775,-0.3261,-0.391,-1.0287,0.4859
1.0,0.0,1,0.0,1.0,0,1,1.0,84004776,-0.338,0.2289,-0.6013,0.4103
,0.0,1,0.0,1.0,0,1,1.0,84004778,-0.7797,-0.267,-0.1605,1.3432
1.0,0.0,0,0.0,1.0,0,1,1.0,84004781,-1.5976,-0.267,0.4607,0.45
0.0,0.0,0,0.0,1.0,0,0,0.0,84004782,-0.4986,-0.1325,0.699,-0.3288
1.0,0.0,0,0.0,1.0,0,1,0.0,84004783,0.8273,-1.228,1.0495,0.2169
,0.0,0,1.0,0.0,0,1,0.0,84004784,-1.7506,-0.5168,-0.361,0.641
0.0,0.0,1,0.0,1.0,0,1,0.0,84004785,0.6428,0.2652,0.5916,0.0394
,0.0,0,1.0,1.0,0,1,1.0,84004786,-0.0695,-0.1879,1.0395,1.7589
0.0,0.0,1,0.0,1.0,0,0,1.0,84004790,-0.2761,-1.228,0.7214,-0.5411
1.0,0.0,0,0.0,1.0,0,1,0.0,84004792,-1.0298,0.6364,1.0945,1.0172
0.0,0.0,0,1.0,1.0,0,1,1.0,84004793,-0.7628,1.5012,-0.125,0.1617
0.0,0.0,0,0.0,1.0,0,0,0.0,84004794,-0.0293,0.0626,0.2174,-0.0562
0.0,0.0,1,0.0,0.0,1,0,0.0,84004795,-0.5788,1.5175,-0.3628,-1.1352
1.0,0.0,0,1.0,1.0,0,1,0.0,84004796,-0.9068,0.2988,0.2055,-0.0483
1.0,0.0,0,1.0,1.0,0,1,1.0,84004798,0.0342,0.2289,0.446,1.1249
0.0,0.0,0,1.0,0.0,0,1,0.0,84004801,0.114,-1.228,-0.9371,0.9791
,1.0,0,0.0,1.0,0,1,0.0,84004802,0.0311,0.2988,1.2212,0.412
0.0,0.0,0,1.0,1.0,0,1,1.0,84004803,-2.8168,0.9545,0.6899,-0.3186
,0.0,0,0.0,1.0,0,1,0.0,84004806,,,-1.1631,
0.0,0.0,1,0.0,1.0,0,1,0.0,84004807,-0.3261,-1.228,-0.1465,1.5624
1.0,0.0,0,1.0,0.0,0,1,1.0,84004808,-0.4986,-1.228,0.4751,0.0252
1.0,0.0,0,1.0,1.0,0,1,1.0,84004811,-1.1073,0.5504,0.0788,-1.2537
,0.0,1,0.0,1.0,0,0,1.0,84004812,-0.7638,0.5504,1.0298,
1.0,0.0,0,1.0,1.0,0,1,0.0,84004813,2.4581,-1.228,-0.2588,-0.9008
0.0,0.0,1,0.0,1.0,0,1,1.0,84004814,-0.9353,-0.391,-0.7285,-1.7283
0.0,0.0,0,1.0,0.0,1,0,0.0,84004815,-0.6313,0.5767,-2.95,0.1179
0.0,0.0,0,0.0,1.0,0,1,0.0,84004816,-0.2528,0.3367,-0.6833,1.7018
0.0,0.0,0,0.0,1.0,0,1,0.0,84004817,-0.2482,-1.228,0.7226,-0.8999
,0.0,0,1.0,1.0,0,1,1.0,84004818,-1.6186,1.9027,-0.2011,-0.1976
1.0,0.0,0,1.0,1.0,0,1,1.0,84004820,-1.0803,1.5114,-0.4045,1.0732
,0.0,0,0.0,0.0,0,1,0.0,84004821,,,-0.8005,
0.0,0.0,1,0.0,0.0,0,0,1.0,84004822,-0.8575,0.6017,0.4938,-0.5776
1.0,0.0,0,1.0,0.0,0,1,0.0,84004824,-0.4867,-1.228,0.8715,1.7065
1.0,0.0,0,1.0,1.0,0,1,1.0,84004825,-0.3261,0.455,0.3928,-0.5479
,,0,,,0,1,0.0,84004826,,,,
,0.0,0,0.0,1.0,1,0,0.0,84004827,-0.6277,-1.228,-0.6693,0.0379
,0.0,0,1.0,1.0,0,0,0.0,84004828,-0.0024,0.2988,1.1904,-0.4113
,0.0,1,0.0,1.0,0,0,0.0,84004830,-0.1988,0.6641,0.6173,1.4729
1.0,0.0,0,1.0,1.0,0,1,1.0,84004831,-1.4738,0.9888,-0.2254,-0.2736
1.0,0.0,0,1.0,0.0,0,1,1.0,84004832,-1.2946,1.2779,-0.6532,0.5372
,0.0,0,0.0,1.0,0,1,0.0,84004835,-0.2482,-1.228,1.4703,-0.2519
,1.0,0,0.0,1.0,0,1,1.0,84004836,-0.338,0.0959,1.1745,0.7868
1.0,0.0,0,1.0,1.0,0,1,1.0,84004840,0.0422,-0.391,0.8585,1.6687
1.0,0.0,0,0.0,1.0,0,1,0.0,84004842,2.7308,-1.228,0.731,1.501
,0.0,0,1.0,1.0,0,1,0.0,84004843,0.5159,-1.228,-1.255,-0.9261
1.0,0.0,0,1.0,1.0,0,1,1.0,84004845,-0.3485,-1.228,0.2441,1.7151
1.0,0.0,1,0.0,1.0,0,1,1.0,84004847,0.3282,0.2652,1.0408,1.5936
0.0,0.0,1,0.0,1.0,0,0,1.0,84004848,-0.0695,-1.228,-0.606,-0.361
,0.0,0,0.0,1.0,0,1,1.0,84004849,,,-0.8167,
0.0,0.0,1,0.0,1.0,0,1,1.0,84004850,-1.4697,1.2701,-0.6316,0.0774
,0.0,1,0.0,1.0,0,0,1.0,84004851,-1.0471,-0.1325,1.4128,-1.2241
,,0,,,0,1,0.0,84004854,,,,
,0.0,1,0.0,1.0,0,1,1.0,84004857,-0.486,0.5026,-0.3726,-0.2744
,0.0,0,1.0,0.0,0,1,1.0,84004858,-0.4375,-1.228,0.6844,-0.4125
0.0,0.0,0,1.0,1.0,0,1,1.0,84004859,-1.4146,-1.228,-0.9333,-0.9312
,0.0,1,0.0,1.0,1,0,0.0,84004861,-0.6314,1.15,-0.995,-1.196
1.0,0.0,0,1.0,0.0,0,1,1.0,84004862,-1.1903,0.7296,-0.1155,-1.9501
1.0,0.0,1,0.0,1.0,0,1,1.0,84004863,-1.0144,-0.267,-0.6693,0.8093
1.0,0.0,0,0.0,0.0,0,1,0.0,84004864,0.8311,0.4253,0.5126,0.6303
,0.0,0,1.0,1.0,0,1,0.0,84004867,2.7474,-1.228,-0.1096,0.9756
0.0,0.0,1,0.0,1.0,0,0,0.0,84004869,-0.0446,-1.228,0.2515,1.0799
1.0,1.0,0,0.0,1.0,0,1,0.0,84004872,-1.582,-0.1325,0.7546,-0.9526
,0.0,1,0.0,1.0,0,0,1.0,84004875,-0.774,1.4549,0.1101,-0.511
,0.0,0,0.0,1.0,1,0,0.0,84004880,,,0.5468,
1.0,0.0,1,0.0,1.0,0,1,1.0,84004881,2.7474,-1.228,1.0884,0.9054
0.0,0.0,0,1.0,1.0,0,1,0.0,84004882,-0.6065,0.2988,1.2229,-0.3631
,0.0,0,0.0,1.0,0,1,0.0,84004883,-0.338,,-0.7235,-0.477
1.0,0.0,1,0.0,1.0,0,1,1.0,84004884,-0.0024,-1.228,1.1892,1.4752
1.0,0.0,0,0.0,1.0,0,1,1.0,84004886,-0.8792,0.5154,-0.4869,0.2357
0.0,0.0,0,1.0,1.0,0,0,1.0,84004887,-0.8983,-1.228,-0.3104,-0.9222
1.0,1.0,0,0.0,1.0,0,0,1.0,84004888,-1.2185,-1.228,-0.8521,-0.0282
,0.0,0,1.0,1.0,0,1,1.0,84004892,1.1314,-1.228,0.9278,0.2201
,0.0,0,1.0,1.0,0,1,0.0,84004893,-0.4901,0.3367,0.2429,
,,0,,,1,0,0.0,84004894,,,,
,0.0,0,1.0,1.0,1,0,0.0,84004895,0.314,-1.228,,-0.707
1.0,0.0,0,0.0,0.0,0,1,0.0,84004900,-0.3397,-1.228,-1.6186,0.9953
1.0,0.0,0,1.0,0.0,0,1,0.0,84004901,-0.338,-1.228,-1.0811,-1.077
0.0,0.0,0,1.0,1.0,0,1,0.0,84004902,-0.471,-1.228,0.7834,-0.0717
1.0,0.0,0,1.0,1.0,0,1,1.0,84004905,-0.4441,0.6017,1.2738,-0.3091
,0.0,0,0.0,1.0,0,1,1.0,84004907,0.6428,-1.228,0.8946,1.7681
0.0,0.0,0,1.0,1.0,0,1,0.0,84004908,-0.6659,0.8647,0.8979,-0.3761
1.0,0.0,0,1.0,1.0,1,0,0.0,84004909,1.1314,0.9394,0.2519,0.8753
1.0,0.0,0,1.0,1.0,0,0,1.0,84004910,-1.1909,1.631,0.5191,-0.3712
,0.0,1,0.0,1.0,0,1,0.0,84004911,-0.8808,,-1.1211,-2.651
1.0,0.0,0,1.0,1.0,0,0,1.0,84004913,-1.2236,-1.228,1.1078,1.4917
0.0,0.0,1,0.0,0.0,0,1,0.0,84004917,-0.0885,-1.228,-1.1197,0.9008
0.0,0.0,0,1.0,0.0,0,1,0.0,84004919,-0.4747,-0.391,-0.8333,1.4365
0.0,0.0,0,0.0,1.0,0,1,1.0,84004920,-0.0138,-0.1325,-1.318,-0.6206
1.0,0.0,0,1.0,1.0,0,1,0.0,84004921,-0.338,-0.267,0.8985,-1.127
1.0,0.0,0,0.0,0.0,0,1,0.0,84004924,-0.338,-1.1794,-0.2156,0.1151
0.0,0.0,0,1.0,1.0,0,0,0.0,84004928,-0.2482,0.5767,0.1822,-0.2425
1.0,0.0,1,0.0,1.0,0,1,0.0,84004929,-0.8745,0.2988,1.049,-0.2379
1.0,0.0,0,0.0,1.0,0,1,0.0,84004930,2.7308,-1.228,-0.1686,0.8745
0.0,0.0,0,1.0,1.0,0,1,1.0,84004931,-0.9495,-1.228,-0.4748,-0.4011
0.0,0.0,0,1.0,1.0,0,1,0.0,84004936,-0.4867,-1.228,-0.1055,-0.4523
0.0,0.0,1,0.0,1.0,0,1,1.0,84004937,-0.9426,-0.267,0.4607,0.2173
,0.0,0,1.0,1.0,0,1,1.0,84004940,-0.4774,0.843,1.2266,0.1537
0.0,1.0,0,0.0,1.0,0,1,1.0,84004941,0.492,0.2645,0.2428,1.8628
1.0,0.0,0,0.0,0.0,0,1,0.0,84004944,0.7356,-1.228,-1.0619,0.1987
0.0,0.0,0,0.0,1.0,1,0,0.0,84004946,-0.0397,-1.228,0.0125,-0.0342
1.0,0.0,0,0.0,1.0,0,0,0.0,84004947,2.4581,-0.1325,-0.3333,-0.078
,0.0,0,0.0,,0,1,1.0,84004948,,,,
,0.0,0,0.0,1.0,0,1,1.0,84004949,,,-0.1676,
0.0,0.0,0,0.0,0.0,0,1,1.0,84004950,-0.6474,-1.228,-1.6914,-0.9889
0.0,0.0,1,0.0,1.0,1,0,0.0,84004953,0.1673,0.3027,-1.0987,-0.1741
1.0,0.0,0,0.0,1.0,0,1,1.0,84004954,0.5453,0.1361,0.4691,0.1803
1.0,1.0,0,0.0,1.0,0,1,1.0,84004956,-1.1623,1.8096,-0.0298,-0.7437
,0.0,0,1.0,1.0,0,1,1.0,84004957,0.1742,-1.228,-0.269,-0.4656
1.0,0.0,0,1.0,1.0,0,1,1.0,84004958,-0.3261,-1.228,1.0445,1.6717
1.0,0.0,0,1.0,0.0,0,1,1.0,84004959,-0.615,1.3329,0.672,0.7429
,0.0,0,0.0,1.0,1,0,1.0,84004961,,,-1.0953,
1.0,0.0,0,0.0,1.0,0,1,1.0,84004962,2.4581,-1.228,1.1383,0.3052
0.0,,0,,0.0,1,0,1.0,84004967,,-1.228,-2.3086,
,0.0,1,0.0,0.0,0,1,1.0,84004971,-1.1069,0.3367,-0.676,-0.6464
,0.0,0,1.0,1.0,0,1,1.0,84004976,-1.0963,-1.1815,-0.3249,-1.0081
0.0,0.0,0,1.0,1.0,0,1,0.0,84004980,-0.338,-1.228,-0.954,-0.7601
1.0,0.0,0,1.0,1.0,0,1,1.0,84004981,-0.4861,0.2988,-0.3634,0.5146
0.0,0.0,0,0.0,1.0,1,0,0.0,84004984,0.0812,0.5783,-0.8892,-1.0403
,1.0,0,0.0,1.0,0,1,1.0,84004985,-0.2461,-1.228,-1.0767,-2.684
,0.0,0,0.0,1.0,0,0,0.0,84004986,0.3519,-1.228,1.0689,0.1531
1.0,0.0,0,1.0,1.0,0,1,1.0,84004988,-3.2564,0.2988,1.4189,-0.1665
1.0,0.0,1,0.0,1.0,0,1,0.0,84004993,-0.5561,-1.228,0.685,-0.7635
1.0,0.0,1,0.0,0.0,0,0,1.0,84004999,-0.6035,-1.228,-0.6038,-0.2846
1.0,0.0,0,0.0,1.0,0,1,0.0,84005001,-0.338,-0.1325,0.293,-0.6905
0.0,1.0,0,0.0,1.0,0,1,0.0,84005003,-0.7788,1.83,-0.7566,-0.9625
,0.0,0,0.0,1.0,0,1,0.0,84005004,-0.8336,0.4949,0.1341,
,,0,,,0,1,0.0,84005005,,,,
0.0,0.0,0,0.0,1.0,0,1,0.0,84005007,-0.0293,-1.228,-0.669,0.1338
1.0,0.0,0,1.0,1.0,0,1,1.0,84005008,2.1143,-1.228,0.3566,1.8843
,0.0,0,1.0,1.0,0,1,0.0,84005009,-0.4514,-1.228,0.6895,0.7483
1.0,0.0,1,0.0,1.0,0,1,1.0,84005010,-0.6137,-0.267,1.2922,-1.0897
0.0,0.0,0,1.0,1.0,0,1,1.0,84005011,-1.1726,0.2988,-1.5081,-1.1313
1.0,0.0,0,0.0,1.0,1,0,0.0,84005012,0.3525,-1.228,1.0792,1.733
0.0,0.0,0,0.0,0.0,0,1,0.0,84005013,-0.9068,0.1107,0.5076,-0.129
,0.0,0,0.0,1.0,1,0,0.0,84005014,,,-0.8517,
,0.0,0,1.0,1.0,0,0,0.0,84005015,-0.8761,-1.228,0.7937,0.6226
,0.0,0,1.0,1.0,0,1,1.0,84005016,-0.9468,0.8338,0.6355,-2.675
1.0,1.0,0,0.0,0.0,0,1,0.0,84005017,0.0179,0.7511,-0.7399,1.7797
1.0,0.0,0,1.0,1.0,0,0,1.0,84005018,-0.1551,-0.267,0.6456,0.0565
1.0,0.0,0,1.0,1.0,0,1,1.0,84005019,-0.8119,-1.228,-0.0508,0.5241
1.0,0.0,0,0.0,1.0,0,1,0.0,84005022,0.2237,-0.1325,1.6633,0.2337
1.0,0.0,0,0.0,1.0,0,1,0.0,84005023,0.1689,0.2289,0.7005,0.1796
0.0,0.0,0,1.0,1.0,0,0,0.0,84005025,0.114,-1.228,-0.61,-0.0482
0.0,0.0,1,0.0,1.0,0,1,0.0,84005027,2.2967,-1.228,0.5614,0.3768
1.0,0.0,0,1.0,1.0,0,1,1.0,84005028,1.0491,-1.228,0.5138,0.1803
1.0,0.0,0,0.0,1.0,0,1,1.0,84005033,2.1143,-1.228,0.8658,1.8244
,0.0,1,0.0,1.0,1,0,1.0,84005035,-1.0935,-0.1325,-1.6701,1.5711
0.0,0.0,1,0.0,1.0,0,1,1.0,84005037,-1.0732,-1.228,1.2805,0.5468
,0.0,1,0.0,0.0,0,1,0.0,84005041,-1.2967,1.2513,-1.7666,1.6488
1.0,0.0,1,0.0,1.0,0,1,1.0,84005043,-0.3485,-0.267,-0.9375,1.6127
0.0,0.0,1,0.0,1.0,0,0,0.0,84005044,-0.4901,0.6302,0.5154,-1.0617
,0.0,0,0.0,1.0,0,1,1.0,84005048,-0.6799,-1.228,1.4641,1.5945
1.0,0.0,0,0.0,1.0,0,1,1.0,84005049,-1.473,1.6713,0.2429,-0.363
,0.0,0,1.0,1.0,0,0,1.0,84005053,-0.338,-1.228,-0.574,0.4663
0.0,0.0,1,0.0,1.0,1,0,0.0,84005054,-0.3485,-1.228,-0.5058,-1.4286
