EXPECEDU_BACHELORS,Growth_str_agree,Growth_agree,Growth_disagree,LANG_of_test,Grade_9,Grade_10,Female,CNTSTUID,BELONG,BULLIED,ESCS,FAMSUP
0.0,0.0,1,0.0,0.0,0,0,0.0,84002276,-0.8251,0.8882,-0.6872,-0.9586
,0.0,0,1.0,1.0,1,0,1.0,84002279,-0.3261,-0.1325,-0.5922,1.1723
0.0,0.0,1,0.0,0.0,0,1,1.0,84002281,-0.3485,-1.228,-1.0434,-0.8334
1.0,0.0,0,1.0,1.0,0,1,0.0,84002282,-0.8575,-1.228,0.2687,0.4992
0.0,0.0,1,0.0,1.0,1,0,1.0,84002283,-1.2242,1.3629,-1.1379,-0.1939
1.0,0.0,1,0.0,1.0,0,1,1.0,84002284,-0.3389,1.8446,-1.6169,1.6483
,0.0,0,0.0,1.0,1,0,0.0,84002285,,,0.1977,
1.0,0.0,0,1.0,1.0,0,1,0.0,84002287,-0.5062,1.2106,1.0306,1.8592
,,0,,,0,1,1.0,84002288,,,,
1.0,0.0,0,0.0,0.0,0,0,1.0,84002294,-0.3397,0.2988,0.6312,1.7324
1.0,0.0,1,0.0,0.0,0,0,1.0,84002296,0.1436,0.5222,-3.1112,-0.3451
0.0,0.0,1,0.0,1.0,0,1,0.0,84002297,-0.1361,-1.228,-0.6462,-0.1313
0.0,0.0,0,1.0,1.0,0,0,0.0,84002298,-0.3397,0.3447,-0.0387,0.981
0.0,0.0,0,1.0,1.0,0,1,0.0,84002299,-0.3157,0.6641,0.3512,-0.7961
1.0,0.0,0,0.0,0.0,0,1,0.0,84002303,-0.4986,-1.228,-0.3352,-0.4075
1.0,1.0,0,0.0,1.0,0,1,0.0,84002305,-0.471,-1.228,0.643,1.7802
0.0,0.0,0,1.0,1.0,0,1,0.0,84002307,-0.338,-1.228,,1.4752
0.0,0.0,0,1.0,0.0,0,1,1.0,84002309,-0.7388,0.5869,0.5346,-1.6428
1.0,0.0,0,1.0,1.0,0,1,1.0,84002310,-0.7334,-0.267,1.314,-0.6837
0.0,0.0,1,0.0,1.0,0,1,1.0,84002311,-0.6659,1.1901,-0.0435,0.9633
0.0,0.0,0,1.0,1.0,0,1,0.0,84002312,-0.6206,-0.1325,1.3922,0.2246
1.0,0.0,0,1.0,1.0,0,1,1.0,84002313,-1.0224,-0.267,0.7889,-0.4102
,0.0,0,1.0,1.0,0,0,1.0,84002316,-1.1045,-1.228,1.1549,-0.3895
1.0,0.0,0,1.0,1.0,0,1,0.0,84002317,-0.338,-1.228,0.1044,
1.0,0.0,1,0.0,1.0,1,0,0.0,84002322,0.7356,-1.228,0.1784,-0.0871
1.0,0.0,0,0.0,1.0,0,1,0.0,84002323,-0.624,1.8077,0.6841,1.088
,0.0,0,1.0,1.0,0,1,1.0,84002324,-0.6376,0.6409,0.9089,1.4745
1.0,0.0,1,0.0,1.0,0,1,0.0,84002327,-0.2482,0.5504,0.457,0.0577
1.0,0.0,0,1.0,1.0,0,1,1.0,84002328,0.1436,0.2988,1.4325,-0.173
,0.0,0,0.0,1.0,0,1,1.0,84002331,,,0.8586,
0.0,0.0,1,0.0,1.0,0,1,1.0,84002333,0.0932,-1.228,-0.2661,-0.5721
0.0,0.0,1,0.0,1.0,0,1,0.0,84002334,-1.1903,-1.228,-0.4544,-0.903
0.0,0.0,0,1.0,1.0,0,1,1.0,84002335,0.0342,-1.228,0.7653,-0.4934
1.0,0.0,0,1.0,1.0,0,1,1.0,84002337,-0.7256,0.1361,0.5393,1.5771
1.0,0.0,0,0.0,1.0,0,1,1.0,84002338,-1.0144,1.077,1.2228,1.5694
0.0,0.0,0,1.0,1.0,0,1,0.0,84002339,0.1999,0.845,-0.758,-0.1286
0.0,0.0,1,0.0,0.0,1,0,0.0,84002340,-1.8971,-1.228,-2.6639,-1.3048
,0.0,0,1.0,0.0,0,1,0.0,84002341,-0.7074,-1.228,-1.6721,0.1338
,0.0,0,1.0,1.0,0,1,1.0,84002343,-0.2482,-0.267,0.083,1.8093
1.0,0.0,0,1.0,1.0,0,0,1.0,84002344,-0.2482,0.2289,0.9172,-0.0599
1.0,0.0,0,0.0,0.0,0,1,1.0,84002347,-0.0993,-0.391,0.5272,1.8188
1.0,0.0,0,1.0,1.0,0,0,0.0,84002349,0.3519,-1.228,-1.0732,-0.827
1.0,0.0,0,1.0,1.0,0,1,0.0,84002350,-0.471,0.0962,1.1107,0.3706
,0.0,0,1.0,1.0,0,0,1.0,84002351,-1.1814,-1.228,-0.158,
0.0,0.0,0,1.0,1.0,0,1,0.0,84002353,0.7289,-1.228,0.8461,0.911
,0.0,1,0.0,0.0,0,1,1.0,84002358,-1.9007,1.7478,-1.9862,
,0.0,1,0.0,1.0,0,1,0.0,84002360,0.0655,-0.391,-1.6111,-1.3368
0.0,0.0,1,0.0,0.0,0,1,0.0,84002363,0.3902,-1.228,-1.013,-0.2915
,,0,,,0,1,0.0,84002364,,,,
1.0,0.0,0,1.0,1.0,0,1,1.0,84002365,-1.8033,1.3452,-0.3214,-0.1973
0.0,0.0,0,0.0,1.0,0,0,0.0,84002367,0.7716,-1.228,0.622,0.5013
0.0,0.0,0,1.0,1.0,1,0,0.0,84002370,-0.3261,-1.228,-0.0171,0.2801
,0.0,0,0.0,1.0,0,1,0.0,84002371,-0.9579,0.9271,0.4666,-0.2374
,0.0,1,0.0,0.0,0,1,1.0,84002373,-0.3485,-1.228,-1.556,0.0001
1.0,0.0,1,0.0,1.0,0,1,1.0,84002374,0.0842,-1.228,-0.1372,1.6174
1.0,0.0,0,1.0,1.0,0,1,0.0,84002379,-0.3261,-1.228,1.3271,1.0329
,0.0,0,0.0,1.0,0,1,0.0,84002380,-0.7473,-1.228,0.6156,-0.5535
1.0,0.0,0,0.0,1.0,0,1,1.0,84002381,-0.3341,-1.228,-0.6874,1.4425
0.0,0.0,1,0.0,1.0,0,1,1.0,84002383,-0.8572,-1.228,0.4745,-0.8655
0.0,0.0,1,0.0,1.0,0,1,0.0,84002384,-0.5001,-0.1879,-1.8175,-2.5339
,0.0,0,1.0,1.0,0,1,0.0,84002385,0.0422,-1.228,1.2534,-0.6464
1.0,0.0,1,0.0,1.0,0,1,1.0,84002386,-1.1249,0.8723,-0.1489,-1.0705
0.0,0.0,0,0.0,1.0,0,1,1.0,84002387,-1.1069,-1.228,0.4363,-0.3544
0.0,0.0,0,1.0,1.0,0,0,0.0,84002388,-0.9436,0.5504,0.0656,-0.5009
,,0,,,0,1,1.0,84002391,,,,
1.0,0.0,0,0.0,0.0,0,0,0.0,84002395,-0.6376,-0.267,-0.6245,1.1725
0.0,0.0,0,1.0,1.0,0,1,1.0,84002396,-0.7788,-1.228,-0.2252,-0.1115
0.0,0.0,0,1.0,1.0,0,1,1.0,84002397,-1.1112,0.6017,-0.9727,-0.124
,,0,,,0,1,0.0,84002399,,,,
,1.0,0,0.0,1.0,1,0,0.0,84002400,-0.7797,1.6978,1.0166,1.9339
,0.0,0,1.0,1.0,0,1,1.0,84002401,-0.624,0.5504,-0.8055,-2.5952
,0.0,1,0.0,1.0,0,1,0.0,84002402,-2.1784,1.5498,0.3618,0.0753
0.0,,0,,,0,1,0.0,84002404,,,,
1.0,1.0,0,0.0,1.0,0,1,1.0,84002405,2.2967,-0.391,-1.1968,1.7273
,0.0,1,0.0,1.0,0,1,1.0,84002407,0.3519,-1.228,-0.0132,1.4917
0.0,0.0,1,0.0,1.0,0,1,0.0,84002409,-1.0339,1.2243,0.7272,-0.4341
0.0,0.0,0,1.0,1.0,0,1,0.0,84002410,-1.0911,0.6132,0.5269,0.6273
,0.0,0,0.0,1.0,0,1,1.0,84002411,-0.3128,0.7511,1.2441,0.5609
1.0,0.0,1,0.0,1.0,1,0,0.0,84002413,-0.2482,-0.1325,,
,,0,,1.0,0,1,0.0,84002415,-0.3261,0.2988,1.3983,
,0.0,0,1.0,1.0,0,1,0.0,84002416,1.4416,0.6017,1.1277,1.1668
,,0,,,0,1,1.0,84002418,,,,
,0.0,0,1.0,1.0,0,1,0.0,84002419,0.1999,0.7179,-0.3472,0.431
1.0,0.0,0,1.0,0.0,0,1,1.0,84002421,-0.4798,-1.228,-0.961,-0.1421
,0.0,0,0.0,0.0,0,1,1.0,84002423,-0.2482,-0.267,-1.2799,0.004
,0.0,0,0.0,1.0,0,1,0.0,84002425,1.4938,-1.228,0.5922,
,0.0,0,1.0,0.0,0,1,1.0,84002427,-0.4986,-1.228,-1.3581,-0.1073
,0.0,1,0.0,0.0,0,1,1.0,84002428,-0.3261,-1.228,-1.2922,0.7416
0.0,0.0,0,1.0,1.0,0,1,0.0,84002432,0.2694,-0.0729,-0.1449,0.1523
1.0,0.0,1,0.0,1.0,0,1,1.0,84002433,0.3279,-1.228,-1.7814,-0.7142
1.0,0.0,0,0.0,1.0,0,1,0.0,84002434,0.0311,0.2988,-1.2646,-0.6754
0.0,0.0,1,0.0,1.0,0,1,0.0,84002441,-0.338,0.3447,0.6037,0.086
0.0,0.0,0,1.0,1.0,0,1,1.0,84002442,-0.8668,0.2289,0.1688,-0.0174
0.0,0.0,0,0.0,1.0,0,1,1.0,84002443,-0.3397,-1.228,0.4478,-0.4362
0.0,0.0,0,1.0,1.0,0,1,0.0,84002446,0.0973,1.5462,-1.1922,-1.3883
,0.0,0,1.0,0.0,0,1,0.0,84002451,-1.0715,0.0102,-0.3225,-0.3703
0.0,0.0,0,1.0,0.0,0,1,1.0,84002453,-1.6858,-1.228,0.9628,-0.6257
1.0,0.0,1,0.0,1.0,0,1,1.0,84002454,-1.8715,0.9364,0.4841,-0.3856
,0.0,0,1.0,1.0,0,1,0.0,84002455,0.3378,-0.4588,-0.0101,-0.352
,0.0,1,0.0,1.0,1,0,1.0,84002456,-1.5756,1.7485,0.9355,
0.0,0.0,0,0.0,0.0,0,1,0.0,84002457,-0.4984,-1.228,0.2782,-0.0056
1.0,0.0,0,1.0,1.0,0,0,1.0,84002458,-0.0437,-1.228,-0.3043,-0.646
0.0,0.0,1,0.0,1.0,0,1,0.0,84002459,-1.0406,0.2275,-0.7832,-0.9342
0.0,0.0,1,0.0,1.0,1,0,0.0,84002460,0.1702,1.1543,0.061,-2.6836
0.0,0.0,1,0.0,0.0,0,1,0.0,84002461,-0.47,-1.228,0.7525,-0.6551
,0.0,0,0.0,0.0,0,1,0.0,84002462,,,-0.6188,
,0.0,0,0.0,1.0,0,0,1.0,84002463,-0.3397,-0.1325,0.7894,-0.1426
,0.0,0,0.0,0.0,0,1,0.0,84002465,,,-0.5133,
1.0,0.0,0,1.0,1.0,0,0,1.0,84002468,-0.0328,0.5504,1.5139,0.5696
1.0,0.0,0,1.0,1.0,0,1,1.0,84002469,0.3519,-1.228,0.096,-0.9657
0.0,0.0,0,0.0,1.0,1,0,0.0,84002470,-0.7815,-1.228,-1.0487,1.554
,1.0,0,0.0,1.0,0,1,0.0,84002471,-1.6524,-1.228,0.8535,1.7465
,0.0,0,1.0,0.0,0,1,1.0,84002472,-0.3261,0.2289,-0.8865,-0.3616
1.0,0.0,0,1.0,1.0,0,1,1.0,84002475,-0.9468,-1.228,-0.517,-1.1649
,,0,,1.0,0,1,1.0,84002476,-1.6034,,0.6236,
,0.0,0,1.0,1.0,1,0,1.0,84002477,-0.7553,0.1776,-0.6284,0.5034
1.0,0.0,0,0.0,1.0,0,1,1.0,84002478,-0.7438,0.5805,-1.2916,-1.2888
1.0,0.0,0,1.0,1.0,0,0,0.0,84002480,-0.3149,-1.228,1.1766,-1.4592
,0.0,0,1.0,1.0,0,1,1.0,84002481,-1.0065,1.4111,0.8061,0.7863
,,0,,,0,1,1.0,84002482,,,,
1.0,1.0,0,0.0,1.0,0,1,1.0,84002483,-0.4082,1.34,-1.2447,-1.9225
1.0,0.0,0,1.0,1.0,0,1,1.0,84002484,-0.2482,0.7296,0.2715,1.6125
1.0,1.0,0,0.0,1.0,0,1,1.0,84002485,2.7474,-1.228,-0.2011,-0.1856
,,0,,,0,1,0.0,84002490,,,,
0.0,0.0,1,0.0,0.0,0,1,1.0,84002491,0.4959,-1.228,-0.9633,0.8712
1.0,1.0,0,0.0,1.0,0,0,1.0,84002493,-0.2352,-1.228,0.5037,0.0325
,0.0,0,1.0,1.0,0,1,0.0,84002495,-0.338,0.7179,0.9093,1.7018
1.0,0.0,0,1.0,0.0,0,1,1.0,84002497,-0.7977,0.0536,-0.0276,-1.3173
0.0,0.0,1,0.0,1.0,0,1,1.0,84002502,-1.0968,1.4747,0.2865,-1.2313
1.0,0.0,0,1.0,1.0,0,0,0.0,84002504,-0.4375,-1.228,-0.9069,1.6488
,0.0,0,1.0,0.0,0,1,0.0,84002505,-1.0205,-1.228,-0.0534,0.5662
1.0,0.0,0,0.0,1.0,0,1,0.0,84002507,-0.1768,-1.228,1.2129,0.6521
0.0,0.0,0,1.0,0.0,0,0,1.0,84002508,1.1471,-0.4588,0.4648,-1.3177
1.0,0.0,1,0.0,1.0,0,1,1.0,84002509,-0.8171,-0.1325,-0.3101,-1.4362
1.0,1.0,0,0.0,0.0,0,1,1.0,84002510,0.0422,1.23,-0.4955,0.6168
1.0,0.0,0,0.0,0.0,0,0,1.0,84002513,0.7979,-0.391,0.4381,0.8172
1.0,0.0,0,0.0,0.0,0,1,0.0,84002514,-1.3728,0.9615,-1.317,-0.9625
,0.0,1,0.0,1.0,0,1,1.0,84002516,-0.3128,-1.228,1.1603,-0.6904
,0.0,0,0.0,1.0,1,0,1.0,84002518,-0.8973,-0.3713,-0.9817,0.2065
,0.0,0,1.0,1.0,0,1,1.0,84002522,-0.7352,-1.228,0.5464,0.294
0.0,0.0,0,1.0,1.0,0,1,0.0,84002526,-0.8336,0.2289,-0.2567,1.5631
0.0,1.0,0,0.0,1.0,0,1,1.0,84002527,-0.8806,-0.4588,-2.0547,-0.2732
,0.0,0,0.0,1.0,0,1,0.0,84002529,0.7639,-1.228,0.1111,-0.2581
1.0,1.0,0,0.0,1.0,0,1,0.0,84002531,-0.9353,0.5767,1.7388,-0.1048
0.0,0.0,0,1.0,1.0,0,1,0.0,84002532,-0.3485,-1.228,-0.6954,-1.3168
1.0,0.0,0,1.0,1.0,0,1,1.0,84002533,-1.3092,-0.1325,0.4304,-0.7326
1.0,0.0,0,0.0,1.0,0,1,0.0,84002534,-1.2458,1.3452,1.2221,0.3204
1.0,0.0,0,0.0,1.0,0,1,1.0,84002535,-0.0328,-1.228,1.6221,-0.2548
,0.0,1,0.0,1.0,0,1,0.0,84002536,0.314,1.3097,1.2372,-0.2545
1.0,0.0,0,1.0,1.0,0,0,1.0,84002538,-0.338,0.2289,0.4575,-0.0114
1.0,0.0,0,0.0,1.0,0,1,0.0,84002539,0.7356,-1.228,1.3366,-0.4633
0.0,0.0,0,0.0,1.0,0,1,0.0,84002542,0.114,-1.228,1.1468,0.8708
1.0,0.0,0,1.0,0.0,0,1,0.0,84002543,-0.3261,-1.228,1.8408,-0.9337
1.0,0.0,1,0.0,1.0,0,1,1.0,84002545,-1.1112,-0.391,0.0205,-0.0323
,0.0,1,0.0,0.0,0,1,0.0,84002551,0.1832,-1.228,0.7532,-1.3648
,,0,,,0,1,1.0,84002552,,,,
1.0,0.0,0,0.0,1.0,0,1,1.0,84002556,-1.5815,1.6558,0.7013,-0.1492
0.0,0.0,0,1.0,1.0,0,1,0.0,84002557,-0.338,-1.228,-0.2171,0.229
1.0,0.0,1,0.0,1.0,0,1,1.0,84002558,2.7474,1.261,0.5882,-0.0257
0.0,0.0,0,1.0,0.0,0,1,1.0,84002559,-0.338,-1.228,-1.1751,-0.4446
,0.0,0,0.0,0.0,0,1,1.0,84002560,,,-0.5809,
,0.0,0,0.0,1.0,0,1,0.0,84002562,-0.3485,0.2988,1.2732,-0.4563
0.0,0.0,0,1.0,0.0,0,1,1.0,84002563,-0.8973,0.3367,0.2104,-0.8477
0.0,1.0,0,0.0,0.0,0,1,0.0,84002565,2.7562,0.2275,-1.5904,-2.0151
1.0,0.0,0,1.0,1.0,0,1,0.0,84002566,-0.7473,0.379,-0.8655,-0.9398
0.0,0.0,1,0.0,1.0,0,0,0.0,84002567,2.4581,-1.228,0.0284,1.4365
,0.0,0,0.0,0.0,0,0,0.0,84002569,0.0425,-1.228,-0.5676,-0.558
0.0,0.0,0,1.0,1.0,0,0,0.0,84002570,0.314,0.9429,-0.6278,0.1613
0.0,0.0,0,0.0,1.0,0,1,0.0,84002571,-0.4941,0.2988,-0.8321,-1.2326
,0.0,1,0.0,1.0,0,0,1.0,84002573,0.8759,-0.267,1.1841,1.0936
0.0,0.0,1,0.0,1.0,0,1,0.0,84002576,-0.6038,0.2988,-0.2299,-0.1198
1.0,0.0,0,1.0,1.0,0,1,1.0,84002577,-0.9537,-0.2164,1.2951,0.273
1.0,0.0,0,1.0,1.0,0,1,0.0,84002578,-0.4814,-1.228,-0.5738,-0.9558
,0.0,0,1.0,1.0,0,0,0.0,84002579,-3.2564,1.3473,0.3374,-0.6067
0.0,0.0,1,0.0,0.0,0,1,1.0,84002581,-0.3485,-1.228,0.8808,-0.484
,,0,,1.0,0,1,0.0,84002584,0.0712,,-0.25,1.8628
,0.0,1,0.0,1.0,0,1,1.0,84002588,-0.9606,-0.1325,0.0731,-0.3413
,0.0,0,0.0,,0,0,0.0,84002591,,,-1.2958,
1.0,0.0,0,1.0,1.0,0,1,1.0,84002593,-0.7711,1.2779,-0.6342,-0.0166
,0.0,0,1.0,1.0,0,1,1.0,84002594,0.1618,-1.228,0.5222,-0.0881
1.0,0.0,0,1.0,1.0,0,0,1.0,84002596,-1.0027,-1.228,0.4323,-0.0111
,0.0,1,0.0,1.0,0,0,1.0,84002600,-0.7256,0.2988,0.1018,1.5773
1.0,0.0,0,1.0,1.0,1,0,1.0,84002602,-0.8093,0.843,0.1026,-0.5183
0.0,0.0,0,1.0,1.0,0,1,0.0,84002603,-0.4861,0.5504,-0.2529,-0.4017
0.0,0.0,1,0.0,1.0,0,1,0.0,84002605,-0.7532,0.8703,-0.4359,-0.8921
1.0,0.0,0,1.0,1.0,0,0,0.0,84002609,-0.3261,-0.1325,1.4637,0.1376
0.0,0.0,0,1.0,1.0,0,1,0.0,84002611,0.0422,0.2988,,-0.1584
1.0,1.0,0,0.0,1.0,0,1,0.0,84002612,0.5403,-1.228,0.8163,1.6397
0.0,0.0,0,1.0,1.0,1,0,1.0,84002614,-0.338,-1.228,0.5098,-0.7017
,0.0,0,1.0,0.0,0,1,1.0,84002615,0.7289,-0.267,0.3104,0.2317
,0.0,0,1.0,1.0,0,1,1.0,84002616,-0.8983,0.0959,-0.4645,-0.1806
1.0,0.0,0,0.0,1.0,0,1,0.0,84002617,-0.338,-1.228,0.9266,-0.0191
0.0,0.0,0,1.0,1.0,0,1,0.0,84002618,0.7356,-1.228,-0.7777,0.6161
1.0,0.0,0,1.0,1.0,0,0,1.0,84002619,0.0342,-1.228,0.8225,0.337
1.0,0.0,0,1.0,1.0,0,1,1.0,84002620,0.0422,-1.228,1.4542,0.0692
,0.0,0,0.0,0.0,0,1,0.0,84002621,0.0311,-1.228,-0.6353,
,0.0,0,1.0,1.0,0,1,0.0,84002622,0.5881,-1.228,1.2336,0.9727
1.0,0.0,0,0.0,1.0,0,1,0.0,84002623,-0.3485,-0.2016,1.5337,-0.5409
1.0,0.0,1,0.0,1.0,0,1,0.0,84002625,-0.338,0.2988,0.2905,0.2327
1.0,0.0,0,0.0,1.0,0,1,1.0,84002626,-3.2583,-0.1325,-0.2048,1.0934
1.0,0.0,1,0.0,0.0,0,1,1.0,84002630,-1.0302,-0.267,0.0166,0.0525
1.0,0.0,0,1.0,1.0,0,1,0.0,84002631,2.7308,-0.3264,1.5783,1.9203
1.0,0.0,0,0.0,1.0,0,0,1.0,84002632,-0.7731,0.3952,-0.7744,-1.291
,0.0,0,1.0,1.0,0,1,1.0,84002633,-0.338,-1.228,1.1778,1.4815
,0.0,0,1.0,1.0,0,1,0.0,84002635,-0.3261,0.6616,0.7836,0.7196
1.0,0.0,0,1.0,1.0,0,1,0.0,84002636,2.2967,-1.228,0.2242,1.7562
1.0,0.0,0,1.0,1.0,0,1,1.0,84002638,0.8311,-1.228,-0.2924,1.7512
0.0,0.0,0,0.0,0.0,0,1,0.0,84002639,-0.6045,0.7756,0.044,-0.4247
,0.0,0,0.0,1.0,0,1,1.0,84002640,-0.338,0.5869,-0.3272,1.6011
0.0,0.0,0,1.0,1.0,0,1,1.0,84002641,-0.8681,0.7511,0.1762,-0.9951
,0.0,0,0.0,0.0,0,1,1.0,84002642,-1.157,-0.1325,-0.3418,-0.2287
,0.0,0,1.0,1.0,0,1,0.0,84002643,-0.1965,0.7179,-1.7535,-0.8705
,0.0,1,0.0,1.0,0,0,1.0,84002644,-0.3397,-1.228,0.4605,-1.0609
0.0,0.0,1,0.0,1.0,0,1,1.0,84002647,-1.1966,-1.228,0.3357,-0.1931
,0.0,1,0.0,1.0,0,0,1.0,84002648,0.299,-1.228,1.2308,1.6617
,0.0,1,0.0,1.0,0,1,1.0,84002649,1.1471,-1.228,1.2577,-0.2832
,0.0,0,1.0,1.0,0,1,0.0,84002650,2.7562,0.1776,-0.2156,-0.9995
0.0,0.0,1,0.0,1.0,0,1,0.0,84002651,-0.6098,0.6699,-1.4086,0.0184
,0.0,0,1.0,1.0,0,0,1.0,84002654,-0.7969,0.2289,-0.3284,-0.4031
,0.0,0,0.0,1.0,1,0,0.0,84002658,-1.0249,-1.228,-0.2809,-0.4723
,,0,,1.0,0,1,0.0,84002659,-1.1176,0.2652,-0.0006,
1.0,0.0,0,0.0,1.0,0,1,1.0,84002660,-0.3128,-1.228,0.2621,0.0152
,0.0,0,0.0,1.0,0,1,1.0,84002661,0.3988,0.5504,1.8728,1.6908
1.0,0.0,0,0.0,0.0,0,1,1.0,84002662,0.3704,-1.228,-0.8959,1.1338
1.0,1.0,0,0.0,0.0,1,0,1.0,84002663,-0.4861,-1.228,0.449,0.0904
1.0,0.0,1,0.0,1.0,0,1,0.0,84002665,-1.0302,-1.228,-1.311,0.0847
1.0,0.0,1,0.0,1.0,0,1,1.0,84002667,0.0311,0.7578,-1.5881,-1.4372
,0.0,1,0.0,1.0,0,0,1.0,84002669,0.1436,1.0541,0.7851,0.9057
,0.0,0,0.0,1.0,0,1,1.0,84002672,-0.4986,1.6465,1.4221,-1.0802
0.0,0.0,1,0.0,0.0,0,0,0.0,84002674,-0.624,-1.228,-2.9425,0.0885
,0.0,0,0.0,0.0,0,1,0.0,84002675,-0.3397,-1.228,-0.3103,-0.5195
,0.0,0,0.0,1.0,1,0,1.0,84002679,,,-0.9038,
0.0,0.0,1,0.0,1.0,0,1,0.0,84002682,0.8876,0.9985,0.5961,1.5679
,0.0,0,0.0,1.0,0,1,1.0,84002688,0.314,-1.228,1.8514,0.3097
,0.0,0,0.0,1.0,0,1,0.0,84002689,,,-1.1797,
,0.0,1,0.0,0.0,0,1,1.0,84002691,-0.6771,0.2538,-1.5546,-0.565
0.0,0.0,0,1.0,1.0,0,1,0.0,84002692,-0.6508,-1.228,-0.4056,-0.4101
,0.0,0,0.0,0.0,0,1,0.0,84002693,,,,
,0.0,0,1.0,1.0,0,1,0.0,84002694,-0.338,-1.228,0.8696,-0.5405
0.0,0.0,0,1.0,1.0,0,0,0.0,84002695,-0.338,0.598,-0.2358,-0.0736
0.0,0.0,1,0.0,1.0,0,1,0.0,84002696,-0.1551,-1.228,1.7568,0.6417
,0.0,0,1.0,1.0,0,1,0.0,84002698,0.0311,-0.1325,1.643,
1.0,0.0,0,1.0,1.0,0,1,1.0,84002699,-0.3485,-1.228,-1.1784,-0.0522
,,0,,,0,1,1.0,84002700,,,,
1.0,0.0,1,0.0,1.0,0,1,0.0,84002702,-0.8833,-1.228,-1.4996,0.3941
0.0,1.0,0,0.0,1.0,0,0,1.0,84002704,0.393,-1.228,-1.5064,1.5945
,0.0,0,0.0,1.0,0,1,1.0,84002706,,,0.9004,
0.0,0.0,0,1.0,1.0,0,1,1.0,84002708,-0.7965,1.4508,-0.0752,-1.3672
1.0,0.0,0,0.0,1.0,0,1,1.0,84002711,-0.7977,0.1361,0.2158,-0.447
,0.0,0,0.0,1.0,1,0,1.0,84002712,,,-1.6041,
,0.0,0,0.0,1.0,0,1,1.0,84002713,2.7474,-1.228,0.6336,-0.6368
0.0,0.0,0,1.0,1.0,0,1,0.0,84002714,-0.6165,-1.228,1.2274,-0.0696
1.0,0.0,0,0.0,1.0,0,1,1.0,84002715,-1.2163,1.1593,-0.2374,-0.801
0.0,0.0,0,0.0,1.0,0,1,0.0,84002716,-1.1472,0.263,0.956,1.7365
,0.0,0,1.0,1.0,0,1,1.0,84002717,-0.47,-1.228,1.0149,1.7512
,0.0,0,0.0,,0,1,0.0,84002721,,,,
0.0,0.0,0,0.0,1.0,0,1,0.0,84002722,-1.1073,0.7034,-1.5893,0.4188
,0.0,1,0.0,1.0,0,1,1.0,84002723,-0.471,0.6323,-0.887,1.9203
0.0,0.0,0,1.0,0.0,0,1,0.0,84002724,-0.3485,0.1924,-0.8833,-0.7049
0.0,0.0,0,0.0,1.0,0,0,0.0,84002726,0.7289,-1.228,0.101,0.0032
1.0,0.0,1,0.0,1.0,0,1,1.0,84002727,0.7639,-1.228,0.7503,1.7151
,0.0,0,1.0,1.0,0,1,0.0,84002730,0.1999,-0.1325,0.8416,1.6545
1.0,0.0,0,1.0,1.0,0,0,0.0,84002731,-1.6027,-1.228,-0.7261,0.3214
0.0,0.0,0,1.0,1.0,0,1,1.0,84002733,-0.7352,0.8337,-1.3519,0.0701
1.0,1.0,0,0.0,1.0,0,0,0.0,84002734,-0.0779,-1.228,-1.1771,-0.0991
1.0,0.0,1,0.0,1.0,0,1,1.0,84002735,-0.8622,-0.1325,-1.1292,-0.4193
1.0,0.0,1,0.0,1.0,0,1,0.0,84002737,-0.3261,-1.228,0.6439,1.021
1.0,0.0,0,1.0,0.0,0,1,1.0,84002738,0.1689,0.9187,-0.9334,0.0214
1.0,0.0,1,0.0,1.0,0,1,0.0,84002740,0.2112,-1.228,0.4691,1.691
1.0,0.0,0,1.0,1.0,0,0,1.0,84002741,2.1143,0.3314,0.5319,-0.1103
0.0,0.0,0,0.0,1.0,0,1,0.0,84002742,-0.3485,1.2947,-1.0725,-0.2366
,0.0,0,1.0,0.0,0,1,1.0,84002746,-0.4798,-1.228,0.7237,0.3808
,0.0,1,0.0,1.0,0,0,1.0,84002747,-0.2482,-1.228,1.3274,-0.2515
0.0,0.0,0,0.0,1.0,0,1,0.0,84002748,-0.3261,-1.228,0.7334,0.5397
,0.0,0,0.0,1.0,1,0,1.0,84002750,,,0.0759,
,1.0,0,0.0,1.0,0,1,0.0,84002752,-0.044,0.9608,0.1929,0.2764
1.0,0.0,1,0.0,1.0,0,0,0.0,84002755,0.0342,-0.1325,0.8369,0.3633
0.0,0.0,1,0.0,1.0,0,1,1.0,84002756,-0.7532,0.3637,-0.725,0.0569
,0.0,0,1.0,1.0,0,1,1.0,84002757,-1.1623,0.8222,0.5125,-1.1833
,0.0,0,0.0,1.0,1,0,0.0,84002758,,,-0.2079,
,0.0,0,1.0,1.0,0,1,1.0,84002763,-2.1784,1.9722,0.3064,
,0.0,1,0.0,1.0,0,1,1.0,84002764,-0.338,0.8141,1.6667,1.0654
0.0,0.0,0,0.0,1.0,1,0,0.0,84002765,-0.3397,-1.228,0.4092,1.0082
,0.0,0,1.0,1.0,0,0,1.0,84002768,-0.2482,-1.1527,0.7321,-0.4697
0.0,0.0,0,1.0,1.0,1,0,1.0,84002771,-0.9068,0.379,-0.7027,-0.6002
0.0,0.0,1,0.0,0.0,0,1,0.0,84002772,-0.3128,1.3054,-0.1083,-1.7839
1.0,1.0,0,0.0,0.0,0,1,0.0,84002773,0.8273,-1.228,-2.3897,-0.4482
